title,year,director,genres,country,language,rating,votes
疯狂的石头,2006,宁浩,喜剧 / 犯罪,中国大陆 / 中国香港,汉语普通话 / 重庆话,8.6,878173
冰川时代 Ice Age,2002,卡洛斯·沙尔丹哈 / 克里斯·韦奇,喜剧 / 动画 / 冒险,美国,英语 / 克罗地亚语,8.6,653682
崖上的波妞 崖の上のポニョ,2008,宫崎骏,动画 / 奇幻 / 冒险,日本,日语,8.6,538920
海边的曼彻斯特 Manchester by the Sea,2016,肯尼思·洛纳根,剧情 / 家庭,美国,英语,8.6,603143
蜘蛛侠：平行宇宙 Spider-Man: Into the Spider-Verse,2018,鲍勃·佩尔西凯蒂 / 彼得·拉姆齐 / 罗德尼·罗斯曼,动作 / 科幻 / 动画 / 冒险,美国,英语 / 西班牙语,8.6,715950
奇迹男孩 Wonder,2017,斯蒂芬·卓博斯基,剧情 / 家庭 / 儿童,美国 / 中国香港,英语,8.6,577694
彗星来的那一夜 Coherence,2013,詹姆斯·沃德·布柯特,科幻 / 悬疑 / 惊悚,美国 / 英国,英语,8.6,636879
玩具总动员 Toy Story,1995,约翰·拉塞特,喜剧 / 动画 / 家庭,美国,英语,8.6,399863
贫民窟的百万富翁 Slumdog Millionaire,2008,丹尼·博伊尔 / 洛芙琳·坦丹,剧情 / 爱情,英国,英语 / 印地语 / 法语 / 德语,8.6,780094
英雄本色,1986,吴宇森,剧情 / 动作 / 犯罪,中国香港,粤语 / 汉语普通话 / 英语,8.6,576007
血观音 血觀音,2017,杨雅喆,剧情 / 悬疑,中国台湾,汉语普通话 / 粤语 / 闽南语 / 日语,8.6,493344
波西米亚狂想曲 Bohemian Rhapsody,2018,布莱恩·辛格,剧情 / 同性 / 音乐 / 传记,英国 / 美国,英语,8.6,652579
美食总动员 Ratatouille,2007,布拉德·伯德 / 简·皮克瓦,喜剧 / 动画 / 奇幻,美国,英语 / 法语,8.6,406565
黑天鹅 Black Swan,2010,达伦·阿伦诺夫斯基,剧情 / 惊悚,美国,英语 / 法语 / 意大利语,8.6,815179
东邪西毒 東邪西毒,1994,王家卫,剧情 / 动作 / 爱情 / 武侠 / 古装,中国香港 / 中国台湾,粤语 / 汉语普通话,8.6,606765
青蛇,1993,徐克,剧情 / 爱情 / 奇幻 / 古装,中国香港 / 中国大陆,粤语 / 汉语普通话,8.6,560309
怪物,2023,是枝裕和,剧情,日本,日语,8.6,206347
赎罪 Atonement,2007,乔·赖特,剧情 / 爱情 / 悬疑 / 战争,英国 / 法国,英语 / 法语,8.6,420481
霍比特人3：五军之战 The Hobbit: The Battle of the Five Armies,2014,彼得·杰克逊,动作 / 奇幻 / 冒险,美国 / 新西兰,英语,8.6,401283
谍影重重 The Bourne Identity,2002,道格·里曼,动作 / 悬疑 / 惊悚,美国 / 德国 / 捷克,英语 / 法语 / 德语 / 荷兰语 / 意大利语,8.6,458091
蝙蝠侠：侠影之谜 Batman Begins,2005,克里斯托弗·诺兰,剧情 / 动作 / 科幻 / 惊悚 / 犯罪,美国 / 英国,英语 / 乌尔都语 / 汉语普通话,8.6,436669
误杀瞒天记 Drishyam,2015,尼西卡特·卡马特,剧情 / 悬疑 / 犯罪,印度,印地语,8.6,273592
阳光普照 陽光普照,2019,钟孟宏,剧情 / 家庭 / 犯罪,中国台湾,汉语普通话 / 闽南语,8.6,389570
角斗士 Gladiator,2000,雷德利·斯科特,剧情 / 动作 / 冒险,美国 / 英国 / 马耳他 / 摩洛哥,英语,8.6,235862
发条橙 A Clockwork Orange,1971,斯坦利·库布里克,剧情 / 科幻 / 犯罪,英国 / 美国,英语,8.6,390422
红猪 紅の豚,1992,宫崎骏,喜剧 / 动画 / 冒险,日本,日语,8.6,275558
谁先爱上他的 誰先愛上他的,2018,徐誉庭 / 许智彦,剧情 / 喜剧 / 同性,中国台湾,汉语普通话,8.6,419088
猜火车 Trainspotting,1996,丹尼·博伊尔,剧情 / 犯罪,英国,英语,8.6,421561
再次出发之纽约遇见你 Begin Again,2013,约翰·卡尼,喜剧 / 爱情 / 音乐,美国,英语,8.6,450094
出租车司机 Taxi Driver,1976,马丁·斯科塞斯,剧情 / 犯罪,美国,英语 / 西班牙语,8.6,233785
E.T.外星人 E.T. the Extra-Terrestrial,1982,史蒂文·斯皮尔伯格,剧情 / 科幻,美国,英语,8.6,341910
土拨鼠之日 Groundhog Day,1993,哈罗德·雷米斯,剧情 / 喜剧 / 爱情 / 奇幻,美国,英语 / 法语 / 意大利语,8.6,227996
82年生的金智英 82년생 김지영,2019,金度英,剧情,韩国,韩语,8.6,386643
银翼杀手 Blade Runner,1982,雷德利·斯科特,科幻 / 惊悚,美国,英语 / 德语 / 粤语 / 日语 / 匈牙利语 / 阿拉伯语,8.6,283618
困在时间里的父亲 The Father,2020,佛罗莱恩·泽勒,剧情,英国 / 法国,英语,8.6,274512
金福南杀人事件始末 김복남 살인사건의 전말,2010,张哲洙,剧情 / 惊悚 / 犯罪,韩国,韩语,8.6,285337
朗读者 The Reader,2008,史蒂芬·戴德利,剧情 / 爱情,美国 / 德国,英语 / 德语 / 希腊语 / 拉丁语,8.6,472907
非常嫌疑犯 The Usual Suspects,1995,布莱恩·辛格,悬疑 / 惊悚 / 犯罪,德国 / 美国,英语 / 匈牙利语 / 西班牙语 / 法语,8.6,272466
梁祝,1994,徐克,剧情 / 爱情 / 奇幻 / 古装,中国香港,粤语,8.6,115977
小武,1998,贾樟柯,剧情,中国香港 / 中国大陆,晋语 / 汉语普通话,8.6,153769
星际宝贝 Lilo & Stitch,2002,克里斯·桑德斯 / 迪恩·德布洛斯,喜剧 / 科幻 / 动画 / 家庭 / 冒险,美国,英语 / 夏威夷语,8.6,77209
椒麻堂会,2021,邱炯炯,剧情,中国香港 / 法国,四川乐山话,8.6,67289
万箭穿心,2012,王竞,剧情 / 家庭,中国大陆,汉语普通话 / 武汉方言,8.6,260764
穿越时空的少女 時をかける少女,2006,细田守,剧情 / 爱情 / 科幻 / 动画,日本,日语,8.6,392739
尼罗河上的惨案 Death on the Nile,1978,约翰·吉勒明,剧情 / 悬疑 / 犯罪,英国,英语 / 法语 / 德语,8.6,175747
大卫·戈尔的一生 The Life of David Gale,2003,艾伦·帕克,剧情 / 悬疑 / 犯罪,美国 / 德国 / 英国 / 西班牙,英语 / 西班牙语,8.6,245258
暗战 暗戰,1999,杜琪峰,剧情 / 动作 / 犯罪,中国香港,粤语 / 英语,8.6,265770
安妮·霍尔 Annie Hall,1977,伍迪·艾伦,剧情 / 喜剧 / 爱情,美国,英语 / 德语,8.6,123656
名侦探柯南：世纪末的魔术师 名探偵コナン 世紀末の魔術師,1999,儿玉兼嗣,喜剧 / 动画 / 悬疑 / 犯罪 / 冒险,日本,日语 / 俄语 / 汉语普通话,8.6,141415
荒岛余生 Cast Away,2000,罗伯特·泽米吉斯,剧情 / 冒险,美国,英语 / 俄语,8.6,289881
东方快车谋杀案 Murder on the Orient Express,1974,西德尼·吕美特,剧情 / 悬疑 / 犯罪,英国,英语 / 土耳其语 / 法语 / 德语 / 意大利语 / 瑞典语,8.6,166208
守望者 Watchmen,2009,扎克·施奈德,动作 / 科幻 / 悬疑,美国,英语,8.6,227399
熊出没之年货,2014,丁亮 / 刘富源 / 林永长,动画,中国大陆,汉语普通话,8.6,34784
侠女 俠女,1970,胡金铨,剧情 / 动作 / 武侠 / 古装,中国台湾 / 中国香港,汉语普通话,8.6,37504
勇闯夺命岛 The Rock,1996,迈克尔·贝,动作 / 冒险,美国,英语,8.6,257842
斯图尔特：倒带人生 Stuart: A Life Backwards,2007,戴维·阿特伍德,剧情,英国,英语,8.6,63427
我们仍未知道那天所看见的花的名字 剧场版 劇場版 あの日見た花の名前を僕達はまだ知らない。,2013,长井龙雪,动画,日本,日语,8.6,46658
薄荷糖 박하사탕,1999,李沧东,剧情,韩国 / 日本,韩语,8.6,98703
健听女孩 CODA,2021,夏安·海德,剧情 / 音乐,美国 / 法国 / 加拿大,美国手语 / 英语,8.6,146877
天国王朝 Kingdom of Heaven,2005,雷德利·斯科特,剧情 / 历史 / 战争,英国 / 德国 / 西班牙 / 摩洛哥 / 美国 / 意大利 / 法国,英语 / 阿拉伯语 / 拉丁语 / 意大利语,8.6,126141
荒野生存 Into the Wild,2007,西恩·潘,剧情 / 传记 / 冒险,美国,英语 / 丹麦语,8.6,227978
焦土之城 Incendies,2010,丹尼斯·维伦纽瓦,剧情 / 悬疑 / 战争,加拿大 / 法国,法语 / 阿拉伯语 / 英语,8.6,77475
柏林苍穹下 Der Himmel über Berlin,1987,维姆·文德斯,剧情 / 爱情 / 奇幻,西德 / 法国,德语 / 英语 / 法语 / 土耳其语 / 西班牙语 / 希伯来语,8.6,52471
国际市场 국제시장,2014,尹济均,剧情 / 家庭,韩国,韩语 / 英语 / 德语,8.6,101920
魁拔Ⅲ战神崛起,2014,王川 / 张钢 / 周洁,动作 / 动画 / 奇幻 / 冒险,中国大陆,汉语普通话,8.6,58949
回到未来3 Back to the Future Part III,1990,罗伯特·泽米吉斯,喜剧 / 科幻 / 西部 / 冒险,美国,英语,8.6,107396
全金属外壳 Full Metal Jacket,1987,斯坦利·库布里克,剧情 / 战争,英国 / 美国,英语 / 越南语,8.6,144948
花火 HANA-BI,1997,北野武,剧情 / 爱情 / 惊悚 / 犯罪,日本,日语,8.6,131349
我的1919,1999,黄健中,剧情 / 传记 / 历史,中国大陆,英语 / 法语 / 汉语普通话,8.6,55639
黑水 Dark Waters,2019,托德·海因斯,剧情,美国,英语 / 韩语,8.6,140241
阮玲玉,1991,关锦鹏,剧情 / 爱情 / 传记,中国香港,粤语 / 汉语普通话 / 上海话,8.6,129282
麦兜故事 麥兜故事,2001,袁建滔,剧情 / 喜剧 / 动画,中国香港,粤语,8.6,190244
那年夏天，宁静的海 あの夏、いちばん静かな海。,1991,北野武,剧情 / 喜剧 / 爱情,日本,日语,8.6,106163
机器管家 Bicentennial Man,1999,克里斯·哥伦布,剧情 / 喜剧 / 科幻,美国 / 德国,英语,8.6,111030
午夜狂奔 Midnight Run,1988,马丁·布莱斯特,喜剧 / 动作 / 犯罪 / 冒险,美国,英语,8.6,39846
关于我母亲的一切 Todo sobre mi madre,1999,佩德罗·阿莫多瓦,剧情,西班牙 / 法国,西班牙语 / 加泰罗尼亚语 / 英语,8.6,73619
浪客剑心 最终章 追忆篇 るろうに剣心 最終章 The Beginning,2021,大友启史,剧情 / 动作 / 冒险,日本,日语,8.6,46922
狼的孩子雨和雪 おおかみこどもの雨と雪,2012,细田守,剧情 / 动画 / 家庭 / 奇幻,日本,日语,8.6,138137
冒牌上尉 Der Hauptmann,2017,罗伯特·施文特克,剧情 / 历史 / 战争,德国 / 波兰 / 法国,德语,8.6,90734
撞车 Crash,2004,保罗·哈吉斯,剧情 / 犯罪,美国 / 德国 / 澳大利亚,英语 / 波斯语 / 西班牙语 / 汉语普通话 / 韩语,8.6,301586
岁月的童话 おもひでぽろぽろ,1991,高畑勋,剧情 / 爱情 / 动画,日本,德语 / 日语 / 匈牙利语,8.6,150511
无主之作 Werk ohne Autor,2018,弗洛里安·亨克尔·冯·多纳斯马尔克,剧情,德国 / 意大利,德语 / 俄语,8.6,86221
杀死一只知更鸟 To Kill a Mockingbird,1962,罗伯特·马利根,剧情 / 犯罪,美国,英语,8.6,63771
春天情书 （ハル）,1996,森田芳光,剧情 / 爱情,日本,日语 / 汉语普通话,8.6,21460
碧海蓝天 Le grand bleu,1988,吕克·贝松,剧情 / 爱情,法国 / 意大利,法语 / 英语 / 意大利语,8.6,149496
热泪伤痕 Dolores Claiborne,1995,泰勒·海克福德,剧情 / 悬疑 / 惊悚,美国,英语,8.6,21027
了不起的狐狸爸爸 Fantastic Mr. Fox,2009,韦斯·安德森,喜剧 / 动画 / 冒险,美国,英语,8.6,208098
八部半 8½,1963,费德里科·费里尼,剧情,意大利 / 法国,意大利语 / 法语 / 英语 / 德语,8.6,67824
开心家族 헬로우 고스트,2010,金英卓,剧情 / 喜剧 / 家庭,韩国,韩语,8.6,206321
不一样的天空 What's Eating Gilbert Grape,1993,拉斯·霍尔斯道姆,剧情 / 爱情 / 家庭,美国,英语,8.6,146709
麦兜·我和我妈妈 麥兜‧我和我媽媽,2014,谢立文 / 李俊民,喜剧 / 动画 / 家庭,中国香港 / 中国大陆,汉语普通话 / 粤语,8.6,82114
自梳,1997,张之亮,剧情 / 爱情 / 同性,中国香港,粤语 / 汉语普通话 / 英语,8.6,65340
坏孩子的天空 キッズ・リターン,1996,北野武,剧情 / 犯罪 / 运动,日本,日语,8.6,110127
马茹娜的非凡旅程 L'extraordinaire voyage de Marona,2019,安卡·达米安,动画,法国 / 罗马尼亚 / 比利时,法语,8.6,11647
邋遢大王奇遇记,2012,钱运达 / 阎善春,动画 / 儿童,中国大陆,汉语普通话,8.6,35885
处女泉 Jungfrukällan,1960,英格玛·伯格曼,剧情 / 犯罪,瑞典,瑞典语 / 德语,8.6,47489
小鹿斑比 Bambi,1942,戴维·汉德 / 詹姆斯·阿尔格 / 塞缪尔·阿姆斯特朗 / 格雷厄姆·海德 / 比尔·罗伯茨 / 保罗·萨特菲尔德 / 诺曼·莱特,剧情 / 动画,美国,英语,8.6,39831
百变狸猫 平成狸合戦ぽんぽこ,1994,高畑勋,剧情 / 喜剧 / 动画 / 奇幻,日本,日语,8.6,101133
海盗电台 The Boat That Rocked,2009,理查德·柯蒂斯,剧情 / 喜剧 / 音乐,英国 / 德国 / 法国,英语,8.6,240400
芝加哥七君子审判 The Trial of the Chicago 7,2020,艾伦·索金,剧情 / 历史,美国 / 英国 / 印度,英语,8.6,99356
丘奇先生 Mr. Church,2016,布鲁斯·贝尔斯福德,剧情 / 喜剧,美国,英语,8.6,34989
暴雨将至 Пред дождот,1994,米尔科·曼彻夫斯基,剧情 / 战争,马其顿 / 法国 / 英国,马其顿语 / 英语 / 阿尔巴尼亚语 / 法语,8.6,30732
乐土 Joyland,2022,塞姆·萨迪克,剧情 / 同性,巴基斯坦 / 美国,乌尔都语 / 旁遮普语,8.6,35812
四渡赤水,1983,谷德显 / 蔡继渭,战争,中国大陆,汉语普通话,8.6,5010
三毛从军记,1992,张建亚,剧情 / 喜剧 / 儿童 / 战争,中国大陆,汉语普通话,8.6,97693
包氏父子,1983,谢铁骊,剧情,中国大陆,汉语普通话,8.6,11214
巴黎淘气帮 Le petit Nicolas,2009,洛朗·蒂拉尔,喜剧 / 家庭 / 儿童,法国 / 比利时,法语,8.6,134791
老爷车 Gran Torino,2008,克林特·伊斯特伍德,剧情,美国 / 德国,英语 / 苗语,8.6,102883
蜗牛回忆录 Memoir of a Snail,2024,亚当·艾略特,剧情 / 动画,澳大利亚,英语,8.6,333
小姐与流浪汉 Lady and the Tramp,1955,克莱德·杰洛尼米 / 汉密尔顿·卢斯科 / 威尔弗雷德·杰克逊,喜剧 / 爱情 / 动画 / 冒险,美国,英语,8.6,31880
蜡笔小新：呼风唤雨！光荣的烤肉之路 嵐を呼ぶ 栄光のヤキニクロード,2003,水岛努,动画,日本,日语,8.6,22059
卡特教练 Coach Carter,2005,托马斯·卡特,剧情 / 运动,美国 / 德国,英语,8.6,59322
蝴蝶 Le papillon,2002,费利普·弥勒,剧情 / 喜剧 / 儿童,法国,法语,8.6,121959
爱 Amour,2012,迈克尔·哈内克,剧情 / 爱情,法国 / 德国 / 奥地利,英语 / 法语,8.6,93695
她们的疯狂 Heller Wahn,1983,玛加蕾特·冯·特罗塔,剧情,西德 / 法国,德语,8.6,725
秋刀鱼之味 秋刀魚の味,1962,小津安二郎,剧情 / 家庭,日本,日语,8.6,48648
星际宝贝史迪奇 Stitch! The Movie,2003,托尼·克莱格 / 罗伯茨·甘纳韦,喜剧 / 科幻 / 动画 / 家庭 / 冒险,美国,英语,8.6,14428
杀手 The Killing,1956,斯坦利·库布里克,惊悚 / 犯罪 / 黑色电影,美国,英语,8.6,37285
编舟记 舟を編む,2013,石井裕也,剧情,日本,日语,8.6,77199
魔卡少女樱 剧场版 カードキャプターさくら 劇場版,1999,浅香守生,动画 / 奇幻 / 冒险,日本,日语,8.6,15200
卓别林 Chaplin,1992,理查德·阿滕伯勒,剧情 / 传记,英国 / 美国 / 法国 / 意大利,英语,8.6,19901
反叛的童谣 Revolting Rhymes,2016,扬·拉豪尔 / 雅各布·舒 / 宾-汉·图,动画,英国,英语,8.6,52046
解构爱情狂 Deconstructing Harry,1997,伍迪·艾伦,喜剧,美国,英语 / 希伯来语,8.6,41350
青之炎 青の炎,2003,蜷川幸雄,剧情 / 爱情 / 犯罪,日本,日语,8.6,44614
光荣之路 Glory Road,2006,詹姆斯·加特纳,剧情 / 传记 / 运动,美国,英语,8.6,51761
天伦之旅 Everybody's Fine,2009,柯克·琼斯,剧情 / 家庭,美国,英语,8.6,101755
怪谈 怪談,1964,小林正树,剧情 / 恐怖 / 奇幻,日本,日语,8.6,26783
布达佩斯之恋 Gloomy Sunday - Ein Lied von Liebe und Tod,1999,诺夫·舒贝尔,剧情 / 爱情,德国 / 匈牙利,德语 / 英语 / 匈牙利语,8.6,85679
癫佬正传 癲佬正傳,1986,尔冬升,剧情,中国香港,粤语,8.6,24672
人·鬼·情,1987,黄蜀芹,剧情,中国大陆,汉语普通话,8.6,16839
教宗的承继 The Two Popes,2019,费尔南多·梅里尔斯,剧情 / 传记,英国 / 意大利,拉丁语 / 英语 / 西班牙语 / 意大利语 / 法语 / 葡萄牙语 / 德语,8.6,63215
无主之地 Ničija zemlja,2001,丹尼斯·塔诺维奇,剧情 / 战争,波黑 / 斯洛文尼亚 / 意大利 / 法国 / 英国 / 比利时,英语 / 法语 / 波斯尼亚语 / 德语,8.6,33822
小马王 Spirit: Stallion of the Cimarron,2002,凯利·阿斯博瑞 / 罗娜·库克,爱情 / 动画 / 西部 / 冒险,美国,英语,8.6,25915
钢铁巨人 The Iron Giant,1999,布拉德·伯德,喜剧 / 动作 / 科幻 / 动画 / 冒险,美国,英语,8.6,30126
魔术师 L'Illusionniste,2010,希尔万·肖默,剧情 / 动画,法国 / 英国,英语 / 法语 / 盖尔语,8.6,84055
动物农场 Animal Farm,1954,约翰·哈拉斯 / 乔伊·巴彻勒,剧情 / 动画,英国,英语,8.6,11380
西伯利亚的理发师 Сибирский цирюльник,1998,尼基塔·米哈尔科夫,剧情 / 喜剧 / 爱情,俄罗斯 / 法国 / 意大利 / 捷克,俄语 / 英语 / 法语 / 德语,8.6,41969
甜蜜的生活 La dolce vita,1960,费德里科·费里尼,剧情 / 喜剧,意大利 / 法国,意大利语 / 英语 / 法语 / 德语,8.6,35113
雨月物语 雨月物語,1953,沟口健二,剧情 / 战争 / 奇幻,日本,日语,8.6,30021
回归 Возвращение,2003,安德烈·兹维亚金采夫,剧情 / 家庭,俄罗斯,俄语,8.6,32913
马路天使 馬路天使,1937,袁牧之,剧情 / 喜剧,中国大陆,汉语普通话,8.6,32110
晚春 晩春,1949,小津安二郎,剧情 / 家庭,日本,日语,8.6,27660
自由作家 Freedom Writers,2007,理查德·拉·格拉文斯,剧情 / 传记 / 犯罪,美国 / 德国,英语,8.6,29270
哆啦A梦：大雄的日本诞生 ドラえもん のび太の日本誕生,1989,芝山努,科幻 / 动画 / 冒险,日本,日语,8.6,11756
圣血 Santa sangre,1989,亚历桑德罗·佐杜洛夫斯基,剧情 / 恐怖 / 奇幻,墨西哥 / 意大利,英语,8.6,12638
皱纹 Arrugas,2011,伊格纳希奥·法雷拉斯,剧情 / 动画,西班牙,西班牙语,8.6,18852
哆啦A梦：大雄的猫狗时空传 ドラえもん のび太のワンニャン時空伝,2004,芝山努,科幻 / 动画 / 冒险,日本,日语,8.6,12739
内布拉斯加 Nebraska,2013,亚历山大·佩恩,剧情 / 喜剧 / 家庭,美国,英语 / 西班牙语,8.6,49925
9号秘事 万圣节特别篇 Inside No. 9  Dead Line,2018,巴巴拉·威尔希尔,喜剧 / 恐怖,英国,英语,8.6,37653
稻草人,1987,王童,喜剧 / 历史 / 战争,中国台湾,汉语普通话,8.6,12932
生命是个奇迹 Живот је чудо,2004,埃米尔·库斯图里卡,剧情 / 喜剧 / 爱情 / 战争,塞尔维亚 / 法国 / 意大利,塞尔维亚语 / 英语 / 德语 / 匈牙利语,8.6,10791
小偷 Вор,1997,帕维尔·丘赫莱伊,剧情,俄罗斯 / 法国,俄语,8.6,7795
音乐 音楽,2019,岩井泽健治,动画 / 音乐,日本,日语,8.6,15612
死期将至 Pora umierać,2007,多罗塔·肯杰扎夫斯卡,剧情,波兰,波兰语,8.6,4922
结婚礼服 웨딩드레스,2010,权炯辰,剧情 / 家庭,韩国,韩语,8.6,97663
蝴蝶的舌头 La lengua de las mariposas,1999,何塞·路易斯·奎尔达,剧情 / 战争,西班牙,西班牙语 / 拉丁语,8.6,8429
虎豹小霸王 Butch Cassidy and the Sundance Kid,1969,乔治·罗伊·希尔,剧情 / 犯罪 / 西部 / 冒险,美国,英语 / 西班牙语,8.6,22673
烈日灼人 Утомлённые солнцем,1994,尼基塔·米哈尔科夫,剧情 / 历史,俄罗斯 / 法国,俄语 / 法语,8.6,22181
东京塔 東京タワー～オカンとボクと、時々、オトン～,2007,松冈锭司,剧情 / 家庭,日本,日语,8.6,39251
无声婚礼 Nunta Muta,2008,霍拉丘·默勒埃莱,剧情 / 喜剧,罗马尼亚 / 卢森堡 / 法国,罗马尼亚语,8.6,17899
伊豆的舞女 伊豆の踊子,1974,西河克己,剧情,日本,日语,8.6,27751
烈焰焚币 Plata quemada,2000,马西路·品尼路,剧情 / 爱情 / 惊悚 / 同性 / 犯罪,阿根廷 / 西班牙 / 乌拉圭,西班牙语,8.6,24603
人狼,1999,冲浦启之,剧情 / 动画 / 惊悚 / 奇幻,日本,日语,8.6,20708
野良神 OAD1 ノラガミ 神憑り、神祟り,2014,タムラコータロー,剧情 / 喜剧 / 动画,日本,日语,8.6,8560
迪迦奥特曼&戴拿奥特曼 光之星的战士们 ウルトラマンティガ&ウルトラマンダイナ 光の星の戦士たち,1998,Kazuya Konaka,动作 / 科幻,日本,日语,8.6,6510
啊，荒野 后篇 あゝ、荒野 後篇,2017,岸善幸,剧情,日本,日语,8.6,26872
小孩与鹰 Kes,1969,肯·洛奇,剧情 / 儿童,英国,英语,8.6,11315
太阳最寒冷的地方 Unde la soare e frig,1991,博格丹·杜米特雷斯库,剧情 / 爱情,德国 / 罗马尼亚,罗马尼亚语,8.6,992
光辉岁月 Remember the Titans,2000,鲍兹·亚金,剧情 / 传记 / 运动,美国,英语,8.6,30384
不设限通缉 Running on Empty,1988,西德尼·吕美特,剧情 / 音乐 / 犯罪,美国,英语,8.6,5661
阿尔及尔之战 La battaglia di Algeri,1966,吉洛·彭泰科沃,剧情 / 历史 / 战争,意大利 / 阿尔及利亚,法语 / 英语 / 意大利语 / 阿拉伯语,8.6,10431
砂之女 砂の女,1964,敕使河原宏,剧情 / 惊悚,日本,日语,8.6,14484
大菩萨岭 大菩薩峠,1966,冈本喜八,剧情 / 动作,日本,日语,8.6,15585
相约星期二 Tuesdays with Morrie,1999,米克·杰克逊,剧情 / 传记,美国,英语,8.6,6991
同流者 Il conformista,1970,贝纳尔多·贝托鲁奇,剧情,意大利 / 法国 / 西德,意大利语 / 法语 / 拉丁语 / 汉语普通话,8.6,14521
易烊千玺2019玊尔演唱会,2019,,音乐,中国大陆,汉语普通话,8.6,8380
爱在空气中 番外篇 บรรยากาศรัก เดอะซีรีส์ Special,2022,,爱情 / 同性,泰国,泰语,8.6,5662
摇滚红与黑 Le Rouge et le Noir,2020,François Chouquet / Laurent Seroussi,剧情 / 音乐 / 歌舞 / 历史,法国,法语,8.6,4541
异邦人：无皇刃谭 ストレンヂア 無皇刃譚,2007,安藤真裕,动作 / 动画 / 冒险,日本,日语,8.6,30511
影子部队 L'armée des ombres,1969,让-皮埃尔·梅尔维尔,剧情 / 战争,法国 / 意大利,法语 / 德语 / 英语,8.6,10227
碧血金沙 The Treasure of the Sierra Madre,1948,约翰·休斯顿,剧情 / 西部 / 冒险,美国,英语 / 西班牙语,8.6,10295
念书的孩子,2012,原雅轩,剧情 / 儿童,中国大陆,汉语普通话,8.6,14450
哆啦A梦：大雄的大魔境 ドラえもん のび太の大魔境,1982,西牧秀雄,科幻 / 动画 / 冒险,日本,日语,8.6,8904
野良神 OAD3 ノラガミ 夜ト神連続殺人事件 ノラガミサスペンス劇場,2015,タムラコータロー,喜剧 / 动画,日本,日语,8.6,5599
哆啦A梦：大雄的太阳王传说 ドラえもん のび太の太陽王伝説,2000,芝山努,科幻 / 动画 / 冒险,日本,日语,8.6,10969
恐惧的代价 Le Salaire de la peur,1953,亨利-乔治·克鲁佐,剧情 / 惊悚 / 冒险,法国 / 意大利,法语 / 英语 / 西班牙语 / 德语 / 意大利语 / 俄语,8.6,15233
哆啦A梦：大雄的海底鬼岩城 ドラえもん のび太の海底鬼岩城,1983,芝山努,科幻 / 动画 / 冒险,日本,日语,8.6,9664
一级谋杀 Murder in the First,1995,马可·罗科,剧情 / 惊悚,法国 / 美国,英语,8.6,10131
虎兄虎弟 Deux frères,2004,让-雅克·阿诺,剧情 / 冒险,法国 / 英国,英语 / 法语 / 泰语,8.6,28288
早安 お早よう,1959,小津安二郎,喜剧,日本,日语,8.6,11994
哆啦A梦：大雄的创世日记 ドラえもん のび太の創世日記,1995,芝山努,科幻 / 动画 / 冒险,日本,日语,8.6,8444
风烛泪 Umberto D.,1952,维托里奥·德西卡,剧情,意大利,意大利语,8.6,8039
银河铁道之夜 銀河鉄道の夜,1985,杉井仪三郎,剧情 / 动画 / 悬疑 / 奇幻 / 冒险,日本,日语,8.6,6325
迷恋荷尔蒙 Soldier's Girl,2003,弗兰克·皮尔森,剧情 / 爱情 / 同性 / 犯罪,美国 / 加拿大,英语,8.6,33571
喜马拉雅 Himalaya - l'enfance d'un chef,1999,埃里克·瓦力 / 米歇尔·德巴,剧情 / 冒险,法国 / 瑞士 / 英国 / 尼泊尔,藏语,8.6,15749
红线 Redline,2009,小池健,动作 / 科幻 / 动画,日本,日语,8.6,11715
剧场版 假面骑士555 消失的天堂 劇場版 仮面ライダー555 パラダイス・ロスト,2003,田﨑竜太,科幻,日本,日语,8.6,5161
OK！大肚罗汉,1988,张华勋,,中国大陆,普通话/国语,8.6,862
铁扇公主,1941,万籁鸣 / 万古蟾,剧情 / 动画 / 奇幻,中国大陆,汉语普通话,8.6,7300
肖尔布拉克,1984,包起成,剧情,中国大陆,汉语普通话,8.6,2612
亚人1：冲动 亜人 第1部 衝動,2015,濑下宽之 / 安藤裕章,剧情 / 动画 / 悬疑 / 惊悚 / 犯罪,日本,日语,8.6,11784
别了武器 武器よさらば,2013,角木肇,科幻 / 战争,日本,日语,8.6,10667
哆啦A梦：大雄的宇宙小战争 ドラえもん のび太の宇宙小戦争,1985,芝山努,科幻 / 动画 / 冒险,日本,日语,8.6,6861
死亡的游戏 Bruce Lee in G.O.D 死亡的遊戯,2000,大串利一,动作,中国香港 / 日本,英语 / 粤语,8.6,5531
小情人 แฟนฉัน,2003,威特查·戈杰乌 / 颂裕·素玛戈南 / 尼提瓦·塔拉吞 / 维塔亚·东俞扬 / 埃迪森·特斯利卡森 / 孔里特·契威摩,喜剧 / 儿童,泰国,泰语,8.6,60448
午宴之歌 The Song of Lunch,2010,尼亚尔·迈克考米克,剧情,英国,英语,8.6,13536
两个人的车站 Вокзал для двоих,1983,埃利达尔·梁赞诺夫,剧情 / 爱情,苏联,俄语,8.6,10080
维莉蒂安娜 Viridiana,1961,路易斯·布努艾尔,剧情,西班牙 / 墨西哥,西班牙语,8.6,7883
王立宇宙军：欧尼亚米斯之翼 王立宇宙軍 オネアミスの翼,1987,山贺博之,剧情 / 科幻 / 动画,日本,日语,8.6,6954
